Protein	Protein State	Deut Time	MS File	Start Idx	End Idx	z	maxD	#D left	#D right	Start RT	End RT	Confidence	Theor mono m/z	mono inty	m+1 inty	m+2 inty	...																													
	+iBET-151	600s	N66428_23_01_34	41	65	3	17	7.471	0	4.32	4.61	Medium	936.4739	5118.5649	11156.6691	16762.4982	17576.6418	18812.3682	25690.583	35377.8223	49436.6918	68331.5435	93586.7965	100103	88358.2534	72574.8659	45563.018	26096.8911	12033.4391	5324.7739	2651.6946	1156.2977	499.484	256.6156	713.3303	2204.1448	4325.806	6221.4011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	48	58	2	7	0.0279	0	8.26	8.5	Medium	634.3413	199140	94281.1746	36318.3227	8581.2369	2658.8464	966.3008	2318.5141	1762.4353	1051.3838	914.6432	780.9412	513.5372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	66	72	1	5	0.2902	0	6.78	6.89	Medium	840.6029	3605	3077.0258	1082.0226	351.011	94.01	14.0272	16.0076	0	17.9879	33.0053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	68	74	1	5	1.0023	0	6.24	6.39	Medium	828.5665	926.9828	2735	1795.9979	754.9994	288.0024	69.987	0	11.0176	0	13.0208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	69	78	2	8	2.0829	0	7.08	7.37	Medium	626.3822	7905.1295	22371.8928	41831.7583	44023	30414.0589	12908.9798	4117.8148	1203.1005	374.8353	135.6931	44.3354	194.8069	69.8618	247.2032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	69	88	3	16	3.7218	0	13.26	13.55	Medium	823.1144	1064.0641	3265.98	6639.9499	14047.8628	19544.8938	20754	19366.9165	13950.9569	7772.1014	4282.858	1857.9952	693.8585	515.8811	215.0296	191.9116	289.1341	209.0126	361.9718	546.9163	646.0389	686.8914	550.0831	984.8927	754.9788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	69	91	3	19	4.5051	0	12.77	13.07	Medium	922.5145	1478.9645	3761.9031	6083.1144	8869.0649	10938.0246	12793.0054	16287	15479.0495	13631.0273	9475.9598	4997.0658	3605.0846	1279.897	678.9667	291.0212	279.0921	225.908	251.0089	414.0405	296.9858	553.9593	427.9578	782.1041	831.0632	860.8861	866.1051	1162.0968	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	73	91	3	15	3.9761	0	12.66	12.96	Medium	776.0759	937.0127	1989.0217	3032.9671	4070.9566	5529.9879	6005	5609.9812	3808.9852	2492.989	1376.0141	1105.9792	538.9702	417.0101	233.0162	327.029	141.0192	418.018	274.9829	302.0139	340.0405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	75	88	2	10	1.6866	0	12.89	13.2	Medium	907.4441	12715.8216	24412.0141	38142.2	38337	28360.0787	15956.0542	8216.116	3086.9665	1099.187	755.8008	286.0577	245.1088	336.9514	242.7688	343.9713	249.7886	652.2584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	75	91	2	13	3.449	0	11.95	12.25	Medium	1056.5443	657.9787	1607.9813	2631.9905	4194.9638	4949	4944.9976	3568.0225	2172.9988	1151.0286	693.0186	715.9757	297.008	346.0184	478.022	158.9631	248.9792	450.9869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	78	88	2	7	1.1135	0	13.56	13.86	High	681.8275	182534.0927	458237.0208	493599	321835.4356	143940.955	43692.1919	13497.0536	4865.5673	1393.39	572.4197	263.6143	301.2735	195.8278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	78	91	2	10	2.5406	0	13.15	13.42	Medium	830.9277	2901.9496	8731.9811	16359.865	20388	17948.9686	11748.1047	4935.9275	2528.0062	1507.9062	533.8492	340.0333	299.9013	186.9717	253.8584	158.0393	419.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	79	85	1	4	0.6976	0	13.6	13.72	Low	923.441	2752.013	3922	2027.9975	576.0166	363.0251	280.9764	400.0099	484.991	677.994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	79	88	2	6	1.005	0	13.61	13.91	Medium	617.7982	488572.7731	770382	735903.7761	567991.4164	274826.5931	79242.3142	17726.9559	3902.7516	1140.2618	458.4558	1974.8863	481.9663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	79	91	2	9	2.563	0	13.15	13.44	Medium	766.8985	4701.7588	15647.6825	31701.8314	41752	41042.9136	22075.9678	11978.0171	5222.2651	1978.8161	781.7152	391.8132	363.7811	259.9346	298.7974	358.6843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	82	88	1	4	0.9493	0	13.64	13.75	Medium	830.4043	27560.0688	38726.8857	23308.2178	7457.0077	2180.8817	1079.2312	2359.0992	2021.691	873.742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	89	99	2	8	2.9527	0	8.47	8.57	Medium	662.369	581.0132	1387.0016	2994.0013	3883	3781.0294	3103.9707	1508.9989	854.9888	372.9837	134.0253	219.9982	111.984	274.9829	79.9886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	89	102	2	11	4.1317	0	10.21	10.33	Medium	839.5005	1905.3019	5140.1942	10551.2759	19446.9268	31213.8629	39715	35686.8379	22464.2609	11188.8006	4557.2107	1693.8037	673.8854	572.0754	481.7796	181.8036	296.9459	187.2577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	89	106	3	14	5.181	0	11.21	11.5	High	708.0587	1450.0847	4137.8314	4897.1523	9225.0735	14540.8391	23278.7423	31362.2377	34037	29166.8551	18081.9128	9753.7935	4229.7601	1783.0018	876.1794	360.9631	191.1286	274.7474	162.0439	382.7767	575.9828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	89	113	4	21	4.9851	0	10.27	10.56	Low	734.9171	2547.0449	4677.0751	5979.897	4705.9095	4691.0272	6183.9087	9502.0431	12173.1072	10875.8661	9925.8788	5534.0479	3488.9709	2311.0983	1330.1062	800.8542	449.8797	367.0969	434.0673	670.0139	171.1465	381.0491	516.8501	1186.864	680.8656	626.9172	408.0233	612.0349	328.0309	372.0577	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	91	97	1	4	2.0283	0	9.25	9.36	Low	862.4669	686.9993	777.0062	992.9961	727.0112	537.9968	128.0009	176.0046	244.0009	358.0096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	99	2	5	1.8571	0	8.3	8.59	Medium	513.2687	15351.6678	40548.7125	62368.6431	63744	33133.0681	9502.0239	3464.6544	996.0152	645.8536	180.9168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	102	2	8	2.9472	0	10.46	10.75	Medium	690.4003	17786.5622	48886.6592	123374.0301	235148.7613	238519	193974.3438	103105.2835	32701.5063	8567.5399	2311.1248	753.3903	327.561	305.7236	280.2466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	106	2	11	4.1471	0	11.62	11.92	Medium	912.4842	1907.0127	4200.36	9439.7131	23366.66	42588.8552	53869	47449.2718	31583.2546	16628.0003	6428.7701	2235.808	829.3861	609.0933	281.12	443.8737	175.9055	410.1721	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	111	3	16	4.1067	0	11.99	12.28	Medium	785.4215	671.063	1441.956	1662.0681	1917.9359	3081.9986	4361.0516	4168.972	3525.9414	2590.0001	1558.9487	1047.07	339.9652	308.0711	181.0669	116.9927	56.0649	124.0008	116.9927	178.0634	257.012	288.0479	235.9876	485.9915	963.9738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	113	3	18	7.0578	0	10.54	10.67	Low	880.1535	340.005	637.0037	465.0123	395.0123	613.9876	1146.9942	897.9994	745.0125	581.9964	666.0032	301.9962	332.0157	301.0103	354.0118	152.001	371.9963	229.0045	122.0156	156.9986	282.006	125.9933	362.0011	207.9943	174.9831	215.9836	487.9944	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	113	4	18	4.3574	0	10.5	10.79	Medium	660.3669	1786.9704	3327.0461	4800.9892	5278.9998	9081.968	14890.9561	15088.8896	15207	10012.0001	6806.081	3903.9073	1438.9045	1211.0374	701.0048	358.0438	133.8894	542.0547	423.0161	700.0766	992.916	1043.9657	930.9603	1602.0314	1323.1146	1701.1142	653.8998	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	114	3	19	4.5068	0	11.19	11.45	Medium	917.8482	471.0088	978.9823	1225.9904	1296.9836	1891.9992	2306.0123	2636	1901.0091	1555.0127	1468.0109	845.0002	388.9945	286.9895	265.9933	196.0056	56.9957	145.0031	293.9883	207.992	549.0007	574.0193	309.997	517.989	345.9964	177.9858	335.0155	287.9951	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	117	3	22	5.0922	0	11.2	11.33	Medium	1036.891	179.0114	702.9745	933.969	1106.9707	2164.9631	2743.0128	2992.0362	4694.0337	3336.988	2650.9906	1948.0161	900.0147	608.0226	340.9704	316.0305	108.9994	205.0029	348.0317	246.0185	125	292.9686	618.0136	183.9693	439.0022	464.0173	525.9914	419.0203	314.0023	432.9926	637.019	439.9788	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	92	117	4	22	5.0905	0	11.17	11.46	Medium	777.9201	1068.0663	2942.0307	3853.0765	7081.1088	7751.9507	9578.0145	15313	14780.0183	13285.0527	9929.9086	7540.9544	5222.0987	2606.9603	821.0862	724.1167	476.9029	379.9334	551.9082	504.0076	643.9708	951.0019	471.996	1182.093	764.0728	1111.9946	1037.9239	711.9663	748.8848	468.0238	583.9198	388.1116	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	93	102	2	7	3.3569	0	10.52	10.75	Medium	633.8583	1327.0196	2491.0355	5388.9572	9076	8523.9753	5976.9895	3013.9771	2167.9363	1046.0216	1069.9806	775.9644	525.0189	812.9415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	94	102	2	7	2.8033	0	10.49	10.74	Medium	576.8368	2213.0238	3422.9993	4537.9989	7041	6791.9569	3790.0102	1192.0332	588.9794	315.9774	471.9785	247.9687	683.9552	351.0025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	95	106	2	9	1.7354	0	11.77	11.89	Medium	742.3787	2098.0115	2368	2365.0009	1226.005	1137.0086	719.9934	515.9844	388.0001	217.9926	96.9819	389.0118	62.0049	109.0144	84.9857	88.9965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	96	105	3	7	2.061	0	10.56	10.72	Medium	424.5617	412.9595	1231.0307	1680.0473	1608.9937	1017.0214	630.0443	144.0162	221.0086	85.0523	14.9531	132.0325	121.9577	123.0182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	98	106	2	6	1.442	0	6.09	6.4	Low	554.8072	102672.4409	147092.1047	265074	200086.6809	108120.7461	42692.547	12332.5036	3559.3976	1067.8193	408.5218	291.2234	323.5816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	98	111	2	11	1.8095	0	7.78	7.99	Medium	819.9515	1140.978	4502.9372	5600.9119	5567.9641	4168.9663	2468.9454	1250.0908	669.0115	418.0519	274.0658	195.9752	221.007	320.0643	525.0253	344.0264	314.0738	295.0326	526.9508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	98	113	3	13	2.2151	0	5.79	6.09	Medium	641.7021	2549.9936	7722.0082	15904.9378	17948	14504.9199	8838.0241	5606.0969	2514.1167	1091.0938	574.0293	363.9718	135.0174	227.0373	122.9671	155.0098	90.9245	319.8789	990.0362	1928.0372	2063.0546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	98	117	3	17	2.6884	0	7.68	7.98	Medium	798.4396	2102.9978	3343.995	5510.9819	6742	6324.0135	5285.9914	4390.0414	2523.9678	1632.03	649.9726	391.0329	305.0283	184.9716	173.038	154.0059	83.0212	233.0149	377.0417	334.9653	492.9834	855.0051	584.9548	1035.0387	1186.987	1610.0145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	100	106	1	4	1.6184	0	5.32	5.58	Medium	817.4488	1234.9737	4069.0193	5740	2765.9907	1330.0053	495.0405	265.0376	84.9592	160.0211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	100	111	2	9	1.6846	0	7.59	7.7	Medium	674.3724	588.0245	1374.9909	2049.9873	1687.9859	1225.9927	671.9759	341.0136	191.0259	119.9901	51.9749	39.9967	34.0076	87.0241	213.0033	241.0218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	103	111	2	7	0.6275	0	5.92	6.22	Medium	497.2408	74814	71754.5429	45692.0783	19304.2609	7452.2895	2687.2992	1067.3852	392.7064	355.034	256.8574	501.1573	608.4667	896.1469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	103	113	2	9	0.7445	0	4.11	4.41	Medium	639.3389	133607.6205	155695	126069.3549	53288.1491	25301.7739	9331.9594	3763.1934	2014.6389	2252.2142	2915.0494	1715.294	1613.1366	805.3804	344.4842	803.0047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	103	114	2	10	1.0745	0	6.55	6.8	Medium	695.8809	7384.9714	10037	8045.9876	4828.9709	2204.9697	1526.0345	1069.0205	819.0719	969.9294	579.9972	251.0207	192.9751	273.9939	94.956	173.9839	181.9479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	103	116	2	12	0.9657	0	6.76	6.91	Medium	817.4236	4132.0171	6811	5722.0299	4474.9834	2207.0405	686.0366	389.007	184.994	96.0306	157.9724	72.0229	90.0027	265.0195	514.9692	344.0056	318.9587	475.9957	747.0431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	103	117	2	13	1.5336	0	7	7.3	High	874.4451	21781.3895	61226.2813	82226	72909.9391	43684.4837	19189.2034	9613.422	3972.3433	1373.8837	840.6412	370.1331	407.7737	609.7785	401.5003	489.3285	491.8378	951.0538	1705.1214	1447.9103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	103	118	2	14	1.9396	0	8.4	8.54	Medium	955.9768	2582.9365	6075.9503	10265.0555	11121	7001.9791	4153.9782	2154.9642	1375.0433	598.0072	419.9966	467.0022	397.9361	368.9182	764.9877	770.0786	462.9295	573.062	714.079	864.9384	1863.9363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	103	124	3	20	4.458	0	10.45	10.75	Medium	901.4282	2270.8996	8448.6701	18460.7482	43318.6057	73476.8782	108078	104815.9525	91764.4641	67810.3487	42342.3003	19918.6097	11400.6747	4800.7181	2544.6609	1261.6109	824.5823	806.4415	613.4892	1159.3627	2498.4843	2732.6657	3644.6537	3420.3673	3120.2194	2874.4938	2587.5392	2956.9521	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	103	125	3	21	4.5381	0	10.93	11.23	Medium	935.7646	1829.6343	4124.912	9128.7073	16921.1228	32231.9578	42938.7621	49061	44424.0299	38634.1806	21775.1935	12108.2264	6631.3014	3106.7849	1680.6584	958.2373	762.0981	947.7566	849.687	1357.2533	1670.1776	2987.0053	3455.6432	3397.9992	2560.2902	2597.7214	1676.1666	1619.2713	1161.8627	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	107	113	1	5	0.3118	0	3.13	3.22	High	833.5026	31261	19333.7849	8069.1398	1910.9112	582.909	204.1613	48.1782	49.1323	26.2357	20.0345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	107	116	2	8	0.7144	0	3.68	3.89	Medium	595.3397	5072.9662	5691	2979.0151	1635.9617	607.0053	502.972	201.9877	281.9665	108.9831	267.9854	54.9691	642.0014	139.9846	186.0093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	107	117	2	9	1.1189	0	3.73	3.91	High	652.3612	34273.9785	64095	56435.0925	32974.1806	14355.4804	5404.5772	2068.5271	942.818	551.6072	167.2426	165.2866	965.3127	203.4296	145.726	38.1431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	107	118	2	10	1.2874	0	4.69	4.96	Medium	733.8928	11795.9471	23085	22599.9455	16090.9865	7680.9098	2665.8622	1736.967	712.9631	431.1595	362.1176	225.0906	201.1373	238.8286	127.8684	108.8466	222.9771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	112	124	2	11	3.9488	0	7.57	7.79	Medium	864.4104	1643.9975	1259.0355	2834.9981	3236.0269	4629.9946	4659	4484.9673	2427.0024	1614.992	955.9712	730.9657	238.0153	486.9787	174.0327	502.9744	229.9819	361.9994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	114	124	2	9	3.2882	0	9.01	9.32	Medium	722.3124	1851.0776	3840.9191	11092.0874	21450.8994	21913	19725.8796	11028.8913	4973.0991	1642.0957	819.8776	577.1243	412.9481	513.9281	510.9188	409.9388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	114	125	2	10	3.3821	0	10.1	10.38	Medium	773.817	1554.0425	2730.9048	6094.0521	15340.0004	16501	14242.9552	9492.9534	4956.9724	2576.0545	994.0634	681.0896	695.9451	645.0837	348.9797	692.9237	986.0062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	118	124	1	5	2.4755	0	8.94	9.2	Medium	973.405	2110.9828	7761.9011	21218.8649	28930	19654.8305	8186.1283	2027.9915	606.9848	570.7864	403.9208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	119	125	1	5	2.1268	0	7.66	7.8	Low	913.3509	1141.9925	1771.9851	3004.0193	2805.0191	1564.0007	552.9779	315.9945	262.9877	341.9988	198.0019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	125	131	1	5	0.2852	0	5.95	6.16	Medium	840.3556	26630	14107.9876	5764.8556	1811.0919	843.9843	422.1953	171.8851	750.118	366.932	2266.2014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	125	132	1	6	0.3096	0	8.5	8.61	High	971.3961	12852	9393.0304	4764.0747	1620.056	502.0389	154.9261	178.0669	149.0428	207.0911	87.0724	169.0459	78.0514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	126	132	1	5	0.3474	0	7.66	7.94	Medium	868.3869	54511	34601.4052	13796.8102	4242.1012	1784.1778	464.9676	285.3021	476.6125	425.0419	5791.7158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	130	137	1	6	0.3356	0	10.44	10.64	Medium	993.3805	4333	3192.013	1427.0106	592.0147	272.0067	104.0026	65.9851	83.969	63.0098	81.9855	90.9775	200.9967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	133	148	2	13	3.0487	0	12.29	12.56	Medium	937.9533	442.016	1009.0159	2272.0005	3818.993	4162	3278.9841	1919.9753	1144.9866	394.0039	230.0262	140.9879	195.9858	332.0201	296.011	151.9748	317.9848	194.9697	120.0302	309.9828	306.9979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	136	148	2	10	2.4687	0	10.94	11.24	Medium	756.8738	6238.5015	21968.7606	55334.3596	76035	59084.1897	32183.3351	15024.8455	6226.8993	1966.5724	1344.6947	418.8393	464.0879	530.2204	594.0325	671.7672	633.48	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	138	148	2	8	2.0032	0	9.42	9.73	Medium	623.8375	181658.6288	633548.174	802405.1169	933213	690507.8444	422256.2766	142712.4542	30630.0628	6379.4831	1367.0321	640.7963	1011.0341	484.1572	299.0383	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	138	149	2	9	2.2118	0	10.65	10.94	Medium	689.3578	5515.055	6008.0155	14385.979	15502	11855.8899	5423.0389	2222.1071	821.0489	822.9413	640.0917	712.9477	570.0743	518.0343	386.042	427.9106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	140	148	1	6	1.4366	0	8.23	8.39	Low	970.5204	1476.9434	4510.7564	5723.1558	3103.0446	955.1726	527.9622	117.0748	206.0066	90.0575	36887	16186.1518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	142	148	1	5	1.2254	0	9.55	9.69	Medium	728.3825	12935.1811	31005.7936	16365.1627	5846.2343	1426.3762	10356.7317	1698.2941	1028.0404	156317	42979.7211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
